,Node1,Node2,Strength
0,epiGTBN-ReliefF_unfiltered_uncorrected,episcan_unfiltered_uncorrected,334.72767302973506
1,epiGTBN-ReliefF_unfiltered_uncorrected,plink-boost_unfiltered_uncorrected,367.14596853192626
2,epiGTBN-ReliefF_unfiltered_uncorrected,NNweights_unfiltered_uncorrected,374.9988161952973
3,epiGTBN-ReliefF_unfiltered_uncorrected,lightGBM_unfiltered_uncorrected,383.3884444245135
4,epiGTBN-ReliefF_unfiltered_uncorrected,epiGTBN-Episcan_unfiltered_uncorrected,320.24216505838194
5,epiGTBN-ReliefF_unfiltered_uncorrected,epiGTBN-ReliefF_unfiltered_corrected,315.974502918482
6,epiGTBN-ReliefF_unfiltered_uncorrected,episcan_unfiltered_corrected,385.6362144288928
7,epiGTBN-ReliefF_unfiltered_uncorrected,plink-linearRegression_unfiltered_corrected,334.39315655575655
8,epiGTBN-ReliefF_unfiltered_uncorrected,NNweights_unfiltered_corrected,396.4006770501539
9,epiGTBN-ReliefF_unfiltered_uncorrected,lightGBM_unfiltered_corrected,401.0406946665786
10,epiGTBN-ReliefF_unfiltered_uncorrected,mbmdr-gammaMaxt-lowerOrder_unfiltered_corrected,324.92857959945803
11,epiGTBN-ReliefF_unfiltered_uncorrected,epiGTBN-Episcan_unfiltered_corrected,307.93341918770943
12,epiGTBN-ReliefF_unfiltered_uncorrected,mbmdr-gammaMaxt_unfiltered_corrected,351.0097399518628
13,epiGTBN-ReliefF_unfiltered_uncorrected,epiGTBN-ReliefF_filtered_uncorrected,306.94393586749175
14,epiGTBN-ReliefF_unfiltered_uncorrected,episcan-notCorrected_filtered_uncorrected,353.199497971957
15,epiGTBN-ReliefF_unfiltered_uncorrected,plink-boost_filtered_uncorrected,354.2636633104627
16,epiGTBN-ReliefF_unfiltered_uncorrected,NNweights_filtered_uncorrected,378.9804562807417
17,epiGTBN-ReliefF_unfiltered_uncorrected,lightGBM_filtered_uncorrected,396.5609782874641
18,epiGTBN-ReliefF_unfiltered_uncorrected,epiGTBN-Episcan_filtered_uncorrected,323.8973155468012
19,epiGTBN-ReliefF_unfiltered_uncorrected,epiGTBN-ReliefF_filtered_corrected,302.0991647930276
20,epiGTBN-ReliefF_unfiltered_uncorrected,episcan_filtered_corrected,384.0849068896533
21,epiGTBN-ReliefF_unfiltered_uncorrected,NNweights_filtered_corrected,414.9009693353139
22,epiGTBN-ReliefF_unfiltered_uncorrected,plink-LR_filtered_corrected,331.1884563084768
23,epiGTBN-ReliefF_unfiltered_uncorrected,lightGBM_filtered_corrected,397.94690514421995
24,epiGTBN-ReliefF_unfiltered_uncorrected,mbmdr-gammaMaxt-lowerOrder_filtered_corrected,330.03152685326626
25,epiGTBN-ReliefF_unfiltered_uncorrected,epiGTBN-Episcan_filtered_corrected,307.91536662576067
26,epiGTBN-ReliefF_unfiltered_uncorrected,mbmdr-gammaMaxt_filtered_corrected,329.3959638830012
27,episcan_unfiltered_uncorrected,plink-boost_unfiltered_uncorrected,328.20852973135186
28,episcan_unfiltered_uncorrected,NNweights_unfiltered_uncorrected,311.78250153888223
29,episcan_unfiltered_uncorrected,lightGBM_unfiltered_uncorrected,350.19183063030715
30,episcan_unfiltered_uncorrected,epiGTBN-Episcan_unfiltered_uncorrected,302.8390576505092
31,episcan_unfiltered_uncorrected,epiGTBN-ReliefF_unfiltered_corrected,322.29232063983727
32,episcan_unfiltered_uncorrected,episcan_unfiltered_corrected,352.58845903851966
33,episcan_unfiltered_uncorrected,plink-linearRegression_unfiltered_corrected,311.20922609312106
34,episcan_unfiltered_uncorrected,NNweights_unfiltered_corrected,324.7433916843939
35,episcan_unfiltered_uncorrected,lightGBM_unfiltered_corrected,364.17128745537156
36,episcan_unfiltered_uncorrected,mbmdr-gammaMaxt-lowerOrder_unfiltered_corrected,317.52822429224716
37,episcan_unfiltered_uncorrected,epiGTBN-Episcan_unfiltered_corrected,305.9071661332613
38,episcan_unfiltered_uncorrected,mbmdr-gammaMaxt_unfiltered_corrected,309.4203834268303
39,episcan_unfiltered_uncorrected,epiGTBN-ReliefF_filtered_uncorrected,293.5453368487637
40,episcan_unfiltered_uncorrected,episcan-notCorrected_filtered_uncorrected,309.07852444429955
41,episcan_unfiltered_uncorrected,plink-boost_filtered_uncorrected,328.12508097174316
42,episcan_unfiltered_uncorrected,NNweights_filtered_uncorrected,323.0781669906286
43,episcan_unfiltered_uncorrected,lightGBM_filtered_uncorrected,359.2730558497052
44,episcan_unfiltered_uncorrected,epiGTBN-Episcan_filtered_uncorrected,299.464669837183
45,episcan_unfiltered_uncorrected,epiGTBN-ReliefF_filtered_corrected,298.93432546027833
46,episcan_unfiltered_uncorrected,episcan_filtered_corrected,342.9707480146797
47,episcan_unfiltered_uncorrected,NNweights_filtered_corrected,370.177092593506
48,episcan_unfiltered_uncorrected,plink-LR_filtered_corrected,303.8009109225329
49,episcan_unfiltered_uncorrected,lightGBM_filtered_corrected,364.17448280138865
50,episcan_unfiltered_uncorrected,mbmdr-gammaMaxt-lowerOrder_filtered_corrected,318.5417442518411
51,episcan_unfiltered_uncorrected,epiGTBN-Episcan_filtered_corrected,290.35897489941254
52,episcan_unfiltered_uncorrected,mbmdr-gammaMaxt_filtered_corrected,295.51666756566226
53,plink-boost_unfiltered_uncorrected,NNweights_unfiltered_uncorrected,371.815175684964
54,plink-boost_unfiltered_uncorrected,lightGBM_unfiltered_uncorrected,390.548365020966
55,plink-boost_unfiltered_uncorrected,epiGTBN-Episcan_unfiltered_uncorrected,345.3811255981022
56,plink-boost_unfiltered_uncorrected,epiGTBN-ReliefF_unfiltered_corrected,351.10400555039837
57,plink-boost_unfiltered_uncorrected,episcan_unfiltered_corrected,389.9320206416928
58,plink-boost_unfiltered_uncorrected,plink-linearRegression_unfiltered_corrected,354.2018416203415
59,plink-boost_unfiltered_uncorrected,NNweights_unfiltered_corrected,377.83799115523493
60,plink-boost_unfiltered_uncorrected,lightGBM_unfiltered_corrected,388.2330202660836
61,plink-boost_unfiltered_uncorrected,mbmdr-gammaMaxt-lowerOrder_unfiltered_corrected,355.7292784640189
62,plink-boost_unfiltered_uncorrected,epiGTBN-Episcan_unfiltered_corrected,334.7908986191935
63,plink-boost_unfiltered_uncorrected,mbmdr-gammaMaxt_unfiltered_corrected,350.438999563861
64,plink-boost_unfiltered_uncorrected,epiGTBN-ReliefF_filtered_uncorrected,319.3009427378729
65,plink-boost_unfiltered_uncorrected,episcan-notCorrected_filtered_uncorrected,354.1824567963224
66,plink-boost_unfiltered_uncorrected,plink-boost_filtered_uncorrected,356.5131681156497
67,plink-boost_unfiltered_uncorrected,NNweights_filtered_uncorrected,367.35000901203284
68,plink-boost_unfiltered_uncorrected,lightGBM_filtered_uncorrected,389.7219051690497
69,plink-boost_unfiltered_uncorrected,epiGTBN-Episcan_filtered_uncorrected,339.6430696697315
70,plink-boost_unfiltered_uncorrected,epiGTBN-ReliefF_filtered_corrected,346.60438436535213
71,plink-boost_unfiltered_uncorrected,episcan_filtered_corrected,375.27811773655674
72,plink-boost_unfiltered_uncorrected,NNweights_filtered_corrected,396.52264586817404
73,plink-boost_unfiltered_uncorrected,plink-LR_filtered_corrected,350.92828364159993
74,plink-boost_unfiltered_uncorrected,lightGBM_filtered_corrected,394.8782621939015
75,plink-boost_unfiltered_uncorrected,mbmdr-gammaMaxt-lowerOrder_filtered_corrected,354.0911575343147
