,auroc_ori,auroc_1d,auroc_2d,auroc_12d,auroc_NN,auroc_NN_random_causal,auroc_NN_dense,auroc_2d_test,auroc_3d_test
hibachi-res_BernoulliNB_LogisticRegression-s51668_0.311.txt,0.396758703481393,0.954281712685074,0.81672669067627,0.978291316526611,0.9641241031025776,0.5048126203155079,0.9631803295082376,0.8167266906762705,0.6179471788715486
hibachi-res_BernoulliNB_LogisticRegression-s65556_0.321.txt,0.459949874686717,0.980952380952381,0.5,0.980952380952381,0.7915455539928113,0.6225972808251289,0.9913705266447882,0.5,0.4617543859649123
hibachi-res_BernoulliNB_LogisticRegression-s67063_0.342.txt,0.457912120908818,0.989990991892703,0.764538084275848,0.996246621959764,0.9863554824958904,0.7464794894712827,0.9886118594170922,0.7645380842758484,0.5573015714142727
hibachi-res_BernoulliNB_LogisticRegression-s89530_0.323.txt,0.469400060295448,0.990654205607477,0.5,0.990654205607477,0.7530806309432263,0.5126820088652149,0.9863176847909672,0.5,0.47733896090845135
hibachi-res_BernoulliNB_MLPClassifier-s14089_0.102.txt,0.674076676033721,0.649638699317543,0.5,0.649638699317543,0.6728295116401191,0.676639743942387,0.6818409142056963,0.5,0.5411983139301485
hibachi-res_BernoulliNB_MLPClassifier-s19946_0.127.txt,0.625101461038961,0.658634334415584,0.5,0.658634334415584,0.5926959263337003,0.6311336452807527,0.6975684365929337,0.5,0.48630275974025977
hibachi-res_BernoulliNB_MLPClassifier-s22806_0.093.txt,0.529626623376623,0.666649756493507,0.593344155844156,0.677100243506493,0.6052853818436593,0.5412464968471624,0.6476485086577919,0.5933441558441559,0.5491071428571428
hibachi-res_BernoulliNB_MLPClassifier-s28904_0.094.txt,0.561798878205128,0.603816105769231,0.659104567307692,0.643429487179487,0.5027190219021902,0.575401290129013,0.6466459145914591,0.6591045673076923,0.6260016025641025
hibachi-res_BernoulliNB_MLPClassifier-s94899_0.110.txt,0.678971588635454,0.655862344937975,0.5,0.655862344937975,0.5453230080752018,0.5458605215130379,0.6673323083077076,0.5,0.47519007603041213
hibachi-res_BernoulliNB_RandomForestClassifier-s25900_0.065.txt,0.627280975904829,0.608377860671439,0.585341264240347,0.635295896763787,0.5995566505543432,0.6120160831420907,0.6110656019609927,0.5853412642403468,0.43018449440467793
hibachi-res_BernoulliNB_RandomForestClassifier-s64005_0.049.txt,0.632727272727273,0.652525252525253,0.509747474747475,0.666010101010101,0.6680988117573483,0.6590994371482176,0.674208880550344,0.5097474747474747,0.46555555555555556
hibachi-res_BernoulliNB_RandomForestClassifier-s7183_0.071.txt,0.522259069440257,0.485629584966335,0.5,0.485629584966335,0.5986802208176255,0.5972485323630361,0.6190864702315084,0.5,0.5291427997186212
hibachi-res_BernoulliNB_RandomForestClassifier-s97378_0.049.txt,0.559592000803939,0.588986031554618,0.5,0.588986031554618,0.6665041168857962,0.561306275046733,0.6722402485761265,0.5,0.48100693397648475
hibachi-res_BernoulliNB_RandomForestClassifier-s97561_0.054.txt,0.506410256410256,0.5,0.5,0.5,0.5292935543554356,0.5472359735973598,0.5764545204520451,0.5,0.5293469551282052
hibachi-res_BernoulliNB_XGBClassifier-s51984_0.063.txt,0.608771929824561,0.630576441102757,0.535187969924812,0.633132832080201,0.5963775589935927,0.6195811845600876,0.6408720112517581,0.535187969924812,0.5449122807017543
hibachi-res_BernoulliNB_XGBClassifier-s64395_0.075.txt,0.582008200820082,0.532503250325032,0.5,0.532503250325032,0.600644379027369,0.5709973187332421,0.5890724317026982,0.5,0.5800080008000801
hibachi-res_BernoulliNB_XGBClassifier-s7713_0.068.txt,0.608943577430972,0.522509003601441,0.5,0.522509003601441,0.611793419835496,0.6143497337433436,0.6295313632840821,0.5,0.47999199679871946
hibachi-res_BernoulliNB_XGBClassifier-s88694_0.073.txt,0.547737418831169,0.559506899350649,0.5,0.559506899350649,0.5757932138925033,0.5986888199379441,0.6338579721749574,0.5,0.5620434253246754
hibachi-res_BernoulliNB_XGBClassifier-s91818_0.059.txt,0.6191,0.65,0.5,0.65,0.6523343749999999,0.6397468749999999,0.67625625,0.5,0.5141
hibachi-res_DecisionTreeClassifier_BernoulliNB-s2033_0.586.txt,0.661754385964912,0.784411027568922,0.832330827067669,0.961754385964912,0.8022409751523676,0.7513799031098609,0.8428379434286607,0.8323308270676691,0.692531328320802
hibachi-res_DecisionTreeClassifier_BernoulliNB-s41899_0.597.txt,0.644223027375201,0.75649154589372,0.843297101449275,0.846014492753623,0.6680172068827531,0.56531362545018,0.7308548419367746,0.8432971014492754,0.5945048309178745
hibachi-res_DecisionTreeClassifier_BernoulliNB-s44927_0.594.txt,0.639131745553211,0.80057280675309,0.845794392523364,0.967390212038991,0.5589993185413032,0.6254227857281293,0.7670098967808892,0.8457943925233644,0.7624359360868254
hibachi-res_DecisionTreeClassifier_BernoulliNB-s88462_0.599.txt,0.627878787878788,0.705606060606061,0.838888888888889,0.95469696969697,0.7501563477173234,0.6496966854283928,0.8251125703564728,0.8388888888888889,0.6283838383838384
hibachi-res_DecisionTreeClassifier_BernoulliNB-s92892_0.592.txt,0.550555055505551,0.651365136513651,0.878137813781378,0.868686868686869,0.5570441065256658,0.5444284026775168,0.6146475915474472,0.8781378137813782,0.6612661266126613
hibachi-res_DecisionTreeClassifier_ExtraTreesClassifier-s174_0.082.txt,0.524187073464472,0.5,0.5,0.5,0.5648302117976545,0.5528681453326998,0.5790802930659398,0.5,0.4819349658771578
hibachi-res_DecisionTreeClassifier_ExtraTreesClassifier-s22197_0.207.txt,0.548588081599839,0.5,0.670535624560346,0.670535624560346,0.5661327531556539,0.5031728466842971,0.5541228251151915,0.6705356245603457,0.5087930861219978
hibachi-res_DecisionTreeClassifier_ExtraTreesClassifier-s54127_0.158.txt,0.486448644864486,0.584708470847085,0.641314131413141,0.675817581758176,0.5577003606272539,0.5585878661741636,0.6314883218020112,0.6413141314131413,0.5304530453045304
hibachi-res_DecisionTreeClassifier_ExtraTreesClassifier-s62864_0.079.txt,0.54425,0.575,0.5,0.575,0.574421875,0.53239375,0.59463125,0.5,0.48325
hibachi-res_DecisionTreeClassifier_ExtraTreesClassifier-s92740_0.098.txt,0.523967440458245,0.5,0.509647271630992,0.509647271630992,0.5655419472213365,0.5567111177798201,0.586126376202712,0.5096472716309919,0.5095970254245804
hibachi-res_DecisionTreeClassifier_GaussianNB-s4720_0.561.txt,0.521414141414141,0.5,0.796969696969697,0.796969696969697,0.5720043777360851,0.5179580988117574,0.543639774859287,0.7969696969696969,0.7534343434343435
hibachi-res_DecisionTreeClassifier_GaussianNB-s57245_0.555.txt,0.451210933574515,0.5,0.756959099587981,0.756959099587981,0.5379835074491564,0.5010753293196042,0.5166769823258374,0.7569590995879811,0.4995477841422972
hibachi-res_DecisionTreeClassifier_GaussianNB-s7061_0.576.txt,0.435187969924812,0.5,0.67328320802005,0.67328320802005,0.5087232380059384,0.503834974214721,0.5269760900140648,0.6732832080200502,0.4901253132832081
hibachi-res_DecisionTreeClassifier_GaussianNB-s72165_0.548.txt,0.467669172932331,0.5,0.989473684210526,0.989473684210526,0.4840850132833255,0.510795436786998,0.5531708079387404,0.9894736842105263,0.6306766917293233
hibachi-res_DecisionTreeClassifier_GaussianNB-s80973_0.550.txt,0.489340406365729,0.5,0.979181263136823,0.979181263136823,0.5989118137895256,0.5025126413360751,0.5274734203798964,0.9791812631368231,0.6368731858672805
hibachi-res_DecisionTreeClassifier_GradientBoostingClassifier-s23529_0.421.txt,0.547204720472047,0.5,0.552205220522052,0.552205220522052,0.5648035300220626,0.5343220895130595,0.5607097544359652,0.5522052205220522,0.45319531953195324
hibachi-res_DecisionTreeClassifier_GradientBoostingClassifier-s29507_0.414.txt,0.466780409474107,0.5,0.705590124448013,0.705590124448013,0.57059713435523,0.5336013102948163,0.5679746693005927,0.705590124448013,0.4305499799277398
hibachi-res_DecisionTreeClassifier_GradientBoostingClassifier-s68618_0.380.txt,0.491515151515152,0.636868686868687,0.693131313131313,0.801414141414141,0.6032926829268292,0.5612257661038149,0.6283802376485303,0.6931313131313132,0.5113131313131313
hibachi-res_DecisionTreeClassifier_GradientBoostingClassifier-s84091_0.421.txt,0.481031714171016,0.639401846647932,0.571959052589322,0.6364411882778,0.5426689755194918,0.5286814533269986,0.6077554949863719,0.5719590525893216,0.5871136089923725
hibachi-res_DecisionTreeClassifier_GradientBoostingClassifier-s90071_0.372.txt,0.491506459159801,0.5,0.763554063676126,0.763554063676126,0.5250796153437068,0.5187041312386208,0.559960207969668,0.7635540636761265,0.7480419082494152
hibachi-res_DecisionTreeClassifier_KNeighborsClassifier-s19433_0.517.txt,0.426736250501807,0.579686872741871,0.678643115214773,0.788287836210357,0.5624734315220924,0.5270748418394138,0.618414143182216,0.6786431152147732,0.5713568847852268
hibachi-res_DecisionTreeClassifier_KNeighborsClassifier-s4420_0.474.txt,0.48792270531401,0.618357487922705,0.600493156199678,0.6556461352657,0.5270983393357342,0.5292773359343738,0.5866815476190477,0.6004931561996779,0.35235507246376807
hibachi-res_DecisionTreeClassifier_KNeighborsClassifier-s56416_0.496.txt,0.543905635648755,0.5,0.981651376146789,0.981651376146789,0.5874755344893352,0.5211356999480987,0.5555718832659033,0.981651376146789,0.9749974795846357
hibachi-res_DecisionTreeClassifier_KNeighborsClassifier-s70454_0.440.txt,0.530901416943021,0.678675509998995,0.633453924228721,0.758114762335444,0.656722996417653,0.522991416121187,0.6315309063400666,0.6334539242287207,0.6904833685056777
hibachi-res_DecisionTreeClassifier_KNeighborsClassifier-s96744_0.494.txt,0.511660494445001,0.540936843158843,0.65423881493344,0.649084175758182,0.5622816283415941,0.5043283684707265,0.5894206549118387,0.65423881493344,0.6433790411370233
hibachi-res_DecisionTreeClassifier_LogisticRegression-s18187_0.593.txt,0.381139291465378,0.698872785829307,0.946407004830918,0.922856280193237,0.7074048369347739,0.5355017006802721,0.7209008603441377,0.9464070048309179,0.7904589371980676
hibachi-res_DecisionTreeClassifier_LogisticRegression-s26103_0.629.txt,0.4207,0.73,0.91455,0.9035,0.8245562500000001,0.6127625,0.826175,0.91455,0.6371
hibachi-res_DecisionTreeClassifier_LogisticRegression-s40639_0.615.txt,0.425724637681159,0.734500805152979,0.986111111111111,0.996225845410628,0.6213360344137656,0.5164378251300521,0.7893094737895159,0.9861111111111112,0.580012077294686
hibachi-res_DecisionTreeClassifier_LogisticRegression-s40665_0.591.txt,0.424528301886792,0.978723404255319,0.5,0.978723404255319,0.9970055762546572,0.6050548873496537,0.9985121652371785,0.5,0.47596346848655163
hibachi-res_DecisionTreeClassifier_LogisticRegression-s9443_0.626.txt,0.438909017713366,0.697816022544283,0.909873188405797,0.908917069243156,0.5914990996398559,0.5118109743897559,0.6618803771508603,0.9098731884057971,0.49738325281803547
hibachi-res_DecisionTreeClassifier_MLPClassifier-s21635_0.390.txt,0.533420313127258,0.5,0.712464873544761,0.712464873544761,0.5726569728188843,0.5683184966617489,0.5898014553274488,0.7124648735447612,0.6508430349257327
hibachi-res_DecisionTreeClassifier_MLPClassifier-s33273_0.357.txt,0.612651386247623,0.5,0.561305174657191,0.561305174657191,0.5716165284297242,0.5591001993862155,0.5858954566194349,0.5613051746571915,0.5039535582023822
hibachi-res_DecisionTreeClassifier_MLPClassifier-s33878_0.353.txt,0.48781954887218,0.58250626566416,0.583609022556391,0.621453634085213,0.5516143147366777,0.508641975308642,0.5716643225503986,0.5836090225563909,0.5034586466165414
hibachi-res_DecisionTreeClassifier_MLPClassifier-s34240_0.341.txt,0.522017045454545,0.5,0.5,0.5,0.5695282003803424,0.5171842157942148,0.5822177459713742,0.5,0.4367897727272727
hibachi-res_DecisionTreeClassifier_MLPClassifier-s3726_0.346.txt,0.475327795015514,0.513762386147533,0.460514463016715,0.498098288459614,0.5492590208199211,0.5999743735585126,0.6198879936996455,0.46051446301671506,0.5620058052247022
hibachi-res_DecisionTreeClassifier_RandomForestClassifier-s17417_0.098.txt,0.494691506410256,0.515474759615385,0.624148637820513,0.605318509615385,0.6511651165116511,0.6561406140614062,0.6651415141514151,0.6241486378205129,0.6552483974358975
hibachi-res_DecisionTreeClassifier_RandomForestClassifier-s31959_0.075.txt,0.412692811775381,0.600715797963504,0.544359310414356,0.580602883355177,0.5754632032466437,0.539388690524578,0.6337051882515524,0.5443593104143563,0.4754007460429479
hibachi-res_DecisionTreeClassifier_RandomForestClassifier-s34644_0.075.txt,0.691036076776203,0.668877499748769,0.638579037282685,0.686815395437644,0.6650224131140161,0.6431032003551088,0.6531562791104776,0.6385790372826851,0.5778816199376947
hibachi-res_DecisionTreeClassifier_RandomForestClassifier-s63626_0.086.txt,0.500923645320197,0.5626026272578,0.529659277504105,0.538741789819376,0.5897842798477564,0.5685628255208334,0.5669540014022436,0.5296592775041051,0.5479269293924466
hibachi-res_DecisionTreeClassifier_RandomForestClassifier-s71644_0.086.txt,0.54955,0.7222,0.5,0.7222,0.6787843749999999,0.6517843750000001,0.713384375,0.5,0.5344
hibachi-res_DecisionTreeClassifier_XGBClassifier-s3605_0.419.txt,0.4492,0.53985,0.5868,0.58745,0.5823812500000001,0.56164375,0.5969437499999999,0.5868,0.5093
hibachi-res_DecisionTreeClassifier_XGBClassifier-s36071_0.420.txt,0.446557971014493,0.581823671497585,0.638888888888889,0.640297906602254,0.584343112244898,0.5141556622649059,0.5198985844337736,0.6388888888888888,0.5661231884057971
hibachi-res_DecisionTreeClassifier_XGBClassifier-s44510_0.456.txt,0.5234375,0.57802483974359,0.567257612179487,0.604867788461538,0.5192456745674567,0.5164141414141414,0.5810893589358936,0.5672576121794872,0.6000600961538461
hibachi-res_DecisionTreeClassifier_XGBClassifier-s87958_0.407.txt,0.430576747024718,0.5,0.647187468212796,0.647187468212796,0.5690041356182468,0.5283705914372054,0.556594152573656,0.6471874682127962,0.5517241379310345
hibachi-res_DecisionTreeClassifier_XGBClassifier-s9808_0.398.txt,0.485094037615046,0.54561824729892,0.596388555422169,0.625050020008003,0.6026869421735542,0.542916697917448,0.5967867946698668,0.5963885554221688,0.4991996798719488
hibachi-res_ExtraTreesClassifier_BernoulliNB-s12195_0.569.txt,0.413341334133413,0.5,0.847334733473347,0.847334733473347,0.5622347639672749,0.5427533922087013,0.5594253714085713,0.8473347334733472,0.5723572357235724
hibachi-res_ExtraTreesClassifier_BernoulliNB-s37183_0.601.txt,0.470290515234335,0.5,0.844619900799676,0.844619900799676,0.5702875299445205,0.5096729401609967,0.5811269772765654,0.844619900799676,0.5873064075311267
hibachi-res_ExtraTreesClassifier_BernoulliNB-s54237_0.598.txt,0.445591659074805,0.5,0.887741674258528,0.887741674258528,0.5968388593874117,0.5496531752137553,0.5521800861901813,0.8877416742585281,0.7049296487498735
hibachi-res_ExtraTreesClassifier_BernoulliNB-s75608_0.601.txt,0.483548354835484,0.5,0.91964196419642,0.91964196419642,0.5693348083425521,0.518478240489003,0.5252532828330176,0.9196419641964195,0.5922592259225923
hibachi-res_ExtraTreesClassifier_BernoulliNB-s87065_0.593.txt,0.693834586466165,0.856842105263158,0.765062656641604,0.904010025062657,0.8309892170651664,0.7278199718706048,0.8637537115174245,0.765062656641604,0.40842105263157896
hibachi-res_ExtraTreesClassifier_DecisionTreeClassifier-s33170_0.461.txt,0.530409474106784,0.5,0.79696908871939,0.79696908871939,0.5539746442949662,0.5311320047010577,0.5442662098972268,0.7969690887193897,0.7297270172621437
hibachi-res_ExtraTreesClassifier_DecisionTreeClassifier-s3606_0.467.txt,0.467305117907528,0.5,0.991452991452991,0.991452991452991,0.5276969025301951,0.51549047967892,0.5223184376780561,0.9914529914529914,0.9779631345896406
hibachi-res_ExtraTreesClassifier_DecisionTreeClassifier-s37774_0.492.txt,0.534881393253929,0.5,1.0,1.0,0.4956997581113938,0.5636192035802013,0.5728353469882681,1.0,0.9942948653788409
hibachi-res_ExtraTreesClassifier_DecisionTreeClassifier-s48336_0.468.txt,0.5683,0.5,0.99,0.99,0.574875,0.5151625,0.55906875,0.99,0.5010000000000001
hibachi-res_ExtraTreesClassifier_DecisionTreeClassifier-s77503_0.469.txt,0.472789115646259,0.5,0.965336134453782,0.965336134453782,0.6004118852971325,0.5110252756318908,0.5569014225355634,0.9653361344537815,0.844437775110044
hibachi-res_ExtraTreesClassifier_GaussianNB-s18532_0.596.txt,0.494290865384615,0.5,0.995192307692308,0.995192307692308,0.5267651765176518,0.5362473747374737,0.5401040104010401,0.9951923076923077,0.42267628205128205
hibachi-res_ExtraTreesClassifier_GaussianNB-s38309_0.598.txt,0.478095238095238,0.5,0.985714285714286,0.985714285714286,0.5320956399437412,0.5186404125644632,0.5289482731676824,0.9857142857142858,0.4191478696741855
hibachi-res_ExtraTreesClassifier_GaussianNB-s8147_0.560.txt,0.365826500657961,0.5,0.995495495495496,0.995495495495496,0.5424227071722991,0.548890098136716,0.5536311835825843,0.9954954954954955,0.8724567263893107
hibachi-res_ExtraTreesClassifier_GaussianNB-s96696_0.599.txt,0.435470779220779,0.5,0.986607142857143,0.986607142857143,0.57192723451106,0.5216444800320288,0.5348219647682915,0.9866071428571428,0.8889001623376623
hibachi-res_ExtraTreesClassifier_GaussianNB-s99335_0.582.txt,0.443144314431443,0.5,0.935243524352435,0.935243524352435,0.5300501878136739,0.5165657285358034,0.5223282645516534,0.9352435243524351,0.6191619161916191
hibachi-res_ExtraTreesClassifier_GradientBoostingClassifier-s44244_0.446.txt,0.425431553592935,0.5,0.652850260939382,0.652850260939382,0.5571159760946214,0.5296004100922709,0.5553249481133256,0.6528502609393818,0.6151144118827779
hibachi-res_ExtraTreesClassifier_GradientBoostingClassifier-s61756_0.450.txt,0.556763285024155,0.5,0.499949677938808,0.499949677938808,0.5280268357342938,0.5445115546218487,0.5298244297719088,0.4999496779388083,0.5484098228663445
hibachi-res_ExtraTreesClassifier_GradientBoostingClassifier-s68128_0.435.txt,0.482848284828483,0.5,0.706520652065207,0.706520652065207,0.5427377671110445,0.5235376471102945,0.5308314426965169,0.7065206520652065,0.5455545554555454
hibachi-res_ExtraTreesClassifier_GradientBoostingClassifier-s78390_0.467.txt,0.482693077230892,0.5,0.5,0.5,0.5246068651716294,0.5265069126728168,0.5482949573739344,0.5,0.46218487394957986
hibachi-res_ExtraTreesClassifier_GradientBoostingClassifier-s84956_0.434.txt,0.469287715086034,0.5,0.5,0.5,0.5392759818995475,0.5160941523538087,0.5861177779444486,0.5,0.48519407763105243
hibachi-res_ExtraTreesClassifier_KNeighborsClassifier-s24174_0.476.txt,0.513822115384615,0.525891426282051,0.633112980769231,0.619591346153846,0.5837427492749274,0.5437481248124812,0.5730010501050106,0.6331129807692308,0.503104967948718
hibachi-res_ExtraTreesClassifier_KNeighborsClassifier-s48079_0.482.txt,0.445200680612551,0.5,0.779801821639476,0.779801821639476,0.6038777181216443,0.533004981530211,0.5565688069953936,0.7798018216394755,0.527474727254529
hibachi-res_ExtraTreesClassifier_KNeighborsClassifier-s63697_0.566.txt,0.512461215093584,0.544439995996397,0.712891602442198,0.734561104994495,0.6197567363164177,0.4932621209943059,0.602152621084936,0.712891602442198,0.5850265238714843
hibachi-res_ExtraTreesClassifier_KNeighborsClassifier-s73332_0.500.txt,0.585263157894737,0.5,0.5,0.5,0.5449507735583684,0.5306454133458353,0.5593436474449133,0.5,0.5081704260651629
hibachi-res_ExtraTreesClassifier_KNeighborsClassifier-s87092_0.538.txt,0.4189,0.5,0.55005,0.55005,0.5332250000000001,0.5662562499999999,0.5866625,0.55005,0.5705
hibachi-res_ExtraTreesClassifier_LogisticRegression-s53965_0.629.txt,0.375750300120048,0.909763905562225,0.865946378551421,0.989095638255302,0.9698179954498862,0.5131690792269806,0.964161604040101,0.8659463785514205,0.26110444177671066
hibachi-res_ExtraTreesClassifier_LogisticRegression-s58072_0.610.txt,0.390997442455243,0.937084398976982,0.847519181585678,0.985115089514067,0.7305053982162416,0.4857205445157252,0.9564324831794712,0.8475191815856776,0.9260358056265985
hibachi-res_ExtraTreesClassifier_LogisticRegression-s69254_0.653.txt,0.463734015345269,0.883120204603581,0.864194373401534,0.970690537084399,0.9053231106243154,0.4947613831951181,0.9132498826474732,0.8641943734015345,0.7359590792838875
hibachi-res_ExtraTreesClassifier_LogisticRegression-s72369_0.631.txt,0.445913461538462,0.634615384615385,0.85722155448718,0.913661858974359,0.6728360336033603,0.5380256775677569,0.6493305580558056,0.8572215544871795,0.8349358974358975
hibachi-res_ExtraTreesClassifier_LogisticRegression-s90175_0.664.txt,0.424269707883153,0.849539815926371,0.86484593837535,0.946328531412565,0.5519731743293582,0.5233443336083403,0.8724311857796446,0.8648459383753502,0.9119647859143658
hibachi-res_ExtraTreesClassifier_MLPClassifier-s17042_0.379.txt,0.500850085008501,0.582808280828083,0.722672267226723,0.741424142414241,0.5227032668954181,0.5099438121488259,0.591153694710592,0.7226722672267226,0.5959595959595959
hibachi-res_ExtraTreesClassifier_MLPClassifier-s1979_0.405.txt,0.516776842948718,0.5,0.624348958333333,0.624348958333333,0.5916029102910292,0.532275102510251,0.5918998149814981,0.6243489583333333,0.6438802083333333
hibachi-res_ExtraTreesClassifier_MLPClassifier-s30517_0.433.txt,0.500050045040537,0.585977379641678,0.67871083975578,0.710789710739666,0.557847003893969,0.5593314623947597,0.632898100518154,0.6787108397557803,0.5736162546291663
hibachi-res_ExtraTreesClassifier_MLPClassifier-s39040_0.461.txt,0.497839413124309,0.559240277359059,0.687569088533816,0.720832077178173,0.549640202311958,0.5280054516695738,0.5880800995304811,0.6875690885338157,0.5800422068133856
hibachi-res_ExtraTreesClassifier_MLPClassifier-s431_0.387.txt,0.499749774797318,0.530127114402963,0.517065358822941,0.523220898808928,0.6111375014844584,0.5155227481545837,0.6264914901463207,0.5170653588229407,0.3748373536182565
hibachi-res_ExtraTreesClassifier_RandomForestClassifier-s2189_0.290.txt,0.505535426731079,0.5,0.673158212560387,0.673158212560387,0.560702405962385,0.5239970988395358,0.5640568727490995,0.6731582125603865,0.42310789049919484
hibachi-res_ExtraTreesClassifier_RandomForestClassifier-s379_0.279.txt,0.452807526774097,0.5,0.536632969672705,0.536632969672705,0.5632441824852648,0.5357988886874887,0.5498684300991931,0.5366329696727054,0.49594635171654483
