,Node1,Node2,Strength
0,epiGTBN-ReliefF_unfiltered_uncorrected,episcan_unfiltered_uncorrected,167.3241451807268
1,epiGTBN-ReliefF_unfiltered_uncorrected,plink-boost_unfiltered_uncorrected,185.57828777457007
2,epiGTBN-ReliefF_unfiltered_uncorrected,NNweights_unfiltered_uncorrected,186.76311323500153
3,epiGTBN-ReliefF_unfiltered_uncorrected,lightGBM_unfiltered_uncorrected,186.74123148518015
4,epiGTBN-ReliefF_unfiltered_uncorrected,epiGTBN-Episcan_unfiltered_uncorrected,173.42969739489124
5,epiGTBN-ReliefF_unfiltered_uncorrected,epiGTBN-ReliefF_unfiltered_corrected,165.82597284521097
6,epiGTBN-ReliefF_unfiltered_uncorrected,episcan_unfiltered_corrected,204.6728376280874
7,epiGTBN-ReliefF_unfiltered_uncorrected,plink-linearRegression_unfiltered_corrected,165.55103525135888
8,epiGTBN-ReliefF_unfiltered_uncorrected,NNweights_unfiltered_corrected,198.66486577405468
9,epiGTBN-ReliefF_unfiltered_uncorrected,lightGBM_unfiltered_corrected,208.65758522636756
10,epiGTBN-ReliefF_unfiltered_uncorrected,mbmdr-gammaMaxt-lowerOrder_unfiltered_corrected,169.34386400091734
11,epiGTBN-ReliefF_unfiltered_uncorrected,epiGTBN-Episcan_unfiltered_corrected,170.34296493885438
12,epiGTBN-ReliefF_unfiltered_uncorrected,mbmdr-gammaMaxt_unfiltered_corrected,173.927785540895
13,epiGTBN-ReliefF_unfiltered_uncorrected,epiGTBN-ReliefF_filtered_uncorrected,163.3616732031715
14,epiGTBN-ReliefF_unfiltered_uncorrected,episcan-notCorrected_filtered_uncorrected,179.77461581165875
15,epiGTBN-ReliefF_unfiltered_uncorrected,plink-boost_filtered_uncorrected,178.3632418098689
16,epiGTBN-ReliefF_unfiltered_uncorrected,NNweights_filtered_uncorrected,191.44123376067276
17,epiGTBN-ReliefF_unfiltered_uncorrected,lightGBM_filtered_uncorrected,194.32326029844802
18,epiGTBN-ReliefF_unfiltered_uncorrected,epiGTBN-Episcan_filtered_uncorrected,176.85565505694683
19,epiGTBN-ReliefF_unfiltered_uncorrected,epiGTBN-ReliefF_filtered_corrected,157.7748096791061
20,epiGTBN-ReliefF_unfiltered_uncorrected,episcan_filtered_corrected,196.3481307898909
21,epiGTBN-ReliefF_unfiltered_uncorrected,NNweights_filtered_corrected,208.03680804515648
22,epiGTBN-ReliefF_unfiltered_uncorrected,plink-LR_filtered_corrected,166.47732022405916
23,epiGTBN-ReliefF_unfiltered_uncorrected,lightGBM_filtered_corrected,205.28139373241711
24,epiGTBN-ReliefF_unfiltered_uncorrected,mbmdr-gammaMaxt-lowerOrder_filtered_corrected,169.33989140948245
25,epiGTBN-ReliefF_unfiltered_uncorrected,epiGTBN-Episcan_filtered_corrected,165.98734188458457
26,epiGTBN-ReliefF_unfiltered_uncorrected,mbmdr-gammaMaxt_filtered_corrected,163.02269200338594
27,episcan_unfiltered_uncorrected,plink-boost_unfiltered_uncorrected,162.03880239751197
28,episcan_unfiltered_uncorrected,NNweights_unfiltered_uncorrected,147.27391534490081
29,episcan_unfiltered_uncorrected,lightGBM_unfiltered_uncorrected,169.71466940839707
30,episcan_unfiltered_uncorrected,epiGTBN-Episcan_unfiltered_uncorrected,146.4203713901233
31,episcan_unfiltered_uncorrected,epiGTBN-ReliefF_unfiltered_corrected,162.6140495800829
32,episcan_unfiltered_uncorrected,episcan_unfiltered_corrected,180.4015481278338
33,episcan_unfiltered_uncorrected,plink-linearRegression_unfiltered_corrected,140.3525688852877
34,episcan_unfiltered_uncorrected,NNweights_unfiltered_corrected,158.224470218702
35,episcan_unfiltered_uncorrected,lightGBM_unfiltered_corrected,183.676211800879
36,episcan_unfiltered_uncorrected,mbmdr-gammaMaxt-lowerOrder_unfiltered_corrected,155.91910011249024
37,episcan_unfiltered_uncorrected,epiGTBN-Episcan_unfiltered_corrected,152.54121310311922
38,episcan_unfiltered_uncorrected,mbmdr-gammaMaxt_unfiltered_corrected,145.41090831584978
39,episcan_unfiltered_uncorrected,epiGTBN-ReliefF_filtered_uncorrected,148.1268574870001
40,episcan_unfiltered_uncorrected,episcan-notCorrected_filtered_uncorrected,155.56252576676087
41,episcan_unfiltered_uncorrected,plink-boost_filtered_uncorrected,164.75304699320446
42,episcan_unfiltered_uncorrected,NNweights_filtered_uncorrected,156.52600894279254
43,episcan_unfiltered_uncorrected,lightGBM_filtered_uncorrected,173.68323497064802
44,episcan_unfiltered_uncorrected,epiGTBN-Episcan_filtered_uncorrected,152.0451189086246
45,episcan_unfiltered_uncorrected,epiGTBN-ReliefF_filtered_corrected,147.23493938513215
